Patient,Replicate,Well_ID,WELL_ID,Compound_ID,Concentration,Units,Description,CTG,Row,Col
Org60,3,B2,B02,Media,0,uM,negative_control,8914,B,2
Org60,3,B3,B03,Staurosporine,20,uM,positive_control,128,B,3
Org60,3,B4,B04,Staurosporine,10,uM,positive_control,133,B,4
Org60,3,B5,B05,Staurosporine,7.5,uM,positive_control,189,B,5
Org60,3,B6,B06,Staurosporine,5,uM,positive_control,361,B,6
Org60,3,B7,B07,Staurosporine,2,uM,positive_control,460,B,7
Org60,3,B8,B08,Staurosporine,1,uM,positive_control,383,B,8
Org60,3,B9,B09,Staurosporine,0.75,uM,positive_control,430,B,9
Org60,3,B10,B10,Staurosporine,0.5,uM,positive_control,1045,B,10
Org60,3,B11,B11,Staurosporine,0.2,uM,positive_control,6493,B,11
Org60,3,B12,B12,Staurosporine,0.1,uM,positive_control,7158,B,12
Org60,3,B13,B13,Media,0,uM,negative_control,7132,B,13
Org60,3,B14,B14,Carboplatin,20,uM,Sample,8907,B,14
Org60,3,B15,B15,Carboplatin,10,uM,Sample,7782,B,15
Org60,3,B16,B16,Carboplatin,7.5,uM,Sample,7559,B,16
Org60,3,B17,B17,Carboplatin,5,uM,Sample,7128,B,17
Org60,3,B18,B18,Carboplatin,2,uM,Sample,8346,B,18
Org60,3,B19,B19,Carboplatin,1,uM,Sample,10055,B,19
Org60,3,B20,B20,Carboplatin,0.75,uM,Sample,9900,B,20
Org60,3,B21,B21,Carboplatin,0.5,uM,Sample,9442,B,21
Org60,3,B22,B22,Carboplatin,0.2,uM,Sample,9457,B,22
Org60,3,B23,B23,Carboplatin,0.1,uM,Sample,12821,B,23
Org60,3,C2,C02,TritonX,0,uM,negative_control,7415,C,2
Org60,3,C3,C03,5-Fluouracil,20,uM,Sample,7977,C,3
Org60,3,C4,C04,5-Fluouracil,10,uM,Sample,7903,C,4
Org60,3,C5,C05,5-Fluouracil,7.5,uM,Sample,8227,C,5
Org60,3,C6,C06,5-Fluouracil,5,uM,Sample,8303,C,6
Org60,3,C7,C07,5-Fluouracil,2,uM,Sample,8024,C,7
Org60,3,C8,C08,5-Fluouracil,1,uM,Sample,7942,C,8
Org60,3,C9,C09,5-Fluouracil,0.75,uM,Sample,7360,C,9
Org60,3,C10,C10,5-Fluouracil,0.5,uM,Sample,6976,C,10
Org60,3,C11,C11,5-Fluouracil,0.2,uM,Sample,8121,C,11
Org60,3,C12,C12,5-Fluouracil,0.1,uM,Sample,8114,C,12
Org60,3,C13,C13,TritonX,0,uM,negative_control,7162,C,13
Org60,3,C14,C14,Docetaxel,20,uM,Sample,5369,C,14
Org60,3,C15,C15,Docetaxel,10,uM,Sample,5491,C,15
Org60,3,C16,C16,Docetaxel,7.5,uM,Sample,5378,C,16
Org60,3,C17,C17,Docetaxel,5,uM,Sample,5068,C,17
Org60,3,C18,C18,Docetaxel,2,uM,Sample,4743,C,18
Org60,3,C19,C19,Docetaxel,1,uM,Sample,4192,C,19
Org60,3,C20,C20,Docetaxel,0.75,uM,Sample,4526,C,20
Org60,3,C21,C21,Docetaxel,0.5,uM,Sample,4459,C,21
Org60,3,C22,C22,Docetaxel,0.2,uM,Sample,4331,C,22
Org60,3,C23,C23,Docetaxel,0.1,uM,Sample,4279,C,23
Org60,3,D2,D02,DMSO,0,uM,negative_control,8719,D,2
Org60,3,D3,D03,Leucovorin,20,uM,Sample,9305,D,3
Org60,3,D4,D04,Leucovorin,10,uM,Sample,8696,D,4
Org60,3,D5,D05,Leucovorin,7.5,uM,Sample,9260,D,5
Org60,3,D6,D06,Leucovorin,5,uM,Sample,8989,D,6
Org60,3,D7,D07,Leucovorin,2,uM,Sample,9118,D,7
Org60,3,D8,D08,Leucovorin,1,uM,Sample,9897,D,8
Org60,3,D9,D09,Leucovorin,0.75,uM,Sample,9646,D,9
Org60,3,D10,D10,Leucovorin,0.5,uM,Sample,8339,D,10
Org60,3,D11,D11,Leucovorin,0.2,uM,Sample,9974,D,11
Org60,3,D12,D12,Leucovorin,0.1,uM,Sample,8618,D,12
Org60,3,D13,D13,DMSO,0,uM,negative_control,7552,D,13
Org60,3,D14,D14,Cisplatin,20,uM,Sample,6344,D,14
Org60,3,D15,D15,Cisplatin,10,uM,Sample,7763,D,15
Org60,3,D16,D16,Cisplatin,7.5,uM,Sample,7903,D,16
Org60,3,D17,D17,Cisplatin,5,uM,Sample,7378,D,17
Org60,3,D18,D18,Cisplatin,2,uM,Sample,7180,D,18
Org60,3,D19,D19,Cisplatin,1,uM,Sample,9427,D,19
Org60,3,D20,D20,Cisplatin,0.75,uM,Sample,9688,D,20
Org60,3,D21,D21,Cisplatin,0.5,uM,Sample,9752,D,21
Org60,3,D22,D22,Cisplatin,0.2,uM,Sample,9580,D,22
Org60,3,D23,D23,Cisplatin,0.1,uM,Sample,10659,D,23
Org60,3,E2,E02,Media,0,uM,negative_control,8582,E,2
Org60,3,E3,E03,Irinotecan,20,uM,Sample,3293,E,3
Org60,3,E4,E04,Irinotecan,10,uM,Sample,4633,E,4
Org60,3,E5,E05,Irinotecan,7.5,uM,Sample,5633,E,5
Org60,3,E6,E06,Irinotecan,5,uM,Sample,6356,E,6
Org60,3,E7,E07,Irinotecan,2,uM,Sample,7944,E,7
Org60,3,E8,E08,Irinotecan,1,uM,Sample,8483,E,8
Org60,3,E9,E09,Irinotecan,0.75,uM,Sample,7925,E,9
Org60,3,E10,E10,Irinotecan,0.5,uM,Sample,7775,E,10
Org60,3,E11,E11,Irinotecan,0.2,uM,Sample,8274,E,11
Org60,3,E12,E12,Irinotecan,0.1,uM,Sample,7742,E,12
Org60,3,E13,E13,Media,0,uM,negative_control,8371,E,13
Org60,3,E14,E14,Paclitaxel,20,uM,Sample,6068,E,14
Org60,3,E15,E15,Paclitaxel,10,uM,Sample,5733,E,15
Org60,3,E16,E16,Paclitaxel,7.5,uM,Sample,5013,E,16
Org60,3,E17,E17,Paclitaxel,5,uM,Sample,4868,E,17
Org60,3,E18,E18,Paclitaxel,2,uM,Sample,4419,E,18
Org60,3,E19,E19,Paclitaxel,1,uM,Sample,4927,E,19
Org60,3,E20,E20,Paclitaxel,0.75,uM,Sample,4571,E,20
Org60,3,E21,E21,Paclitaxel,0.5,uM,Sample,5041,E,21
Org60,3,E22,E22,Paclitaxel,0.2,uM,Sample,4691,E,22
Org60,3,E23,E23,Paclitaxel,0.1,uM,Sample,4999,E,23
Org60,3,F2,F02,TritonX,0,uM,negative_control,9219,F,2
Org60,3,F3,F03,Oxaliplatin,20,uM,Sample,8811,F,3
Org60,3,F4,F04,Oxaliplatin,10,uM,Sample,9124,F,4
Org60,3,F5,F05,Oxaliplatin,7.5,uM,Sample,8853,F,5
Org60,3,F6,F06,Oxaliplatin,5,uM,Sample,8580,F,6
Org60,3,F7,F07,Oxaliplatin,2,uM,Sample,9662,F,7
Org60,3,F8,F08,Oxaliplatin,1,uM,Sample,9552,F,8
Org60,3,F9,F09,Oxaliplatin,0.75,uM,Sample,9658,F,9
Org60,3,F10,F10,Oxaliplatin,0.5,uM,Sample,11316,F,10
Org60,3,F11,F11,Oxaliplatin,0.2,uM,Sample,11366,F,11
Org60,3,F12,F12,Oxaliplatin,0.1,uM,Sample,11999,F,12
Org60,3,F13,F13,TritonX,0,uM,negative_control,9302,F,13
Org60,3,F14,F14,Topotecan,20,uM,positive_control,2160,F,14
Org60,3,F15,F15,Topotecan,10,uM,positive_control,1941,F,15
Org60,3,F16,F16,Topotecan,7.5,uM,positive_control,1567,F,16
Org60,3,F17,F17,Topotecan,5,uM,positive_control,1138,F,17
Org60,3,F18,F18,Topotecan,2,uM,positive_control,1333,F,18
Org60,3,F19,F19,Topotecan,1,uM,positive_control,1832,F,19
Org60,3,F20,F20,Topotecan,0.75,uM,Sample,2311,F,20
Org60,3,F21,F21,Topotecan,0.5,uM,Sample,3784,F,21
Org60,3,F22,F22,Topotecan,0.2,uM,Sample,7776,F,22
Org60,3,F23,F23,Topotecan,0.1,uM,Sample,7765,F,23
Org60,3,G2,G02,DMSO,0,uM,negative_control,10045,G,2
Org60,3,G3,G03,Doxorubicin,20,uM,positive_control,4047,G,3
Org60,3,G4,G04,Doxorubicin,10,uM,positive_control,2990,G,4
Org60,3,G5,G05,Doxorubicin,7.5,uM,positive_control,2275,G,5
Org60,3,G6,G06,Doxorubicin,5,uM,Sample,2884,G,6
Org60,3,G7,G07,Doxorubicin,2,uM,Sample,5580,G,7
Org60,3,G8,G08,Doxorubicin,1,uM,Sample,7749,G,8
Org60,3,G9,G09,Doxorubicin,0.75,uM,Sample,7567,G,9
Org60,3,G10,G10,Doxorubicin,0.5,uM,Sample,8900,G,10
Org60,3,G11,G11,Doxorubicin,0.2,uM,Sample,9267,G,11
Org60,3,G12,G12,Doxorubicin,0.1,uM,Sample,10587,G,12
Org60,3,G13,G13,DMSO,0,uM,negative_control,11733,G,13
Org60,3,G14,G14,Mitomycin C,20,uM,positive_control,748,G,14
Org60,3,G15,G15,Mitomycin C,10,uM,positive_control,1465,G,15
Org60,3,G16,G16,Mitomycin C,7.5,uM,positive_control,1729,G,16
Org60,3,G17,G17,Mitomycin C,5,uM,positive_control,3787,G,17
Org60,3,G18,G18,Mitomycin C,2,uM,Sample,7823,G,18
Org60,3,G19,G19,Mitomycin C,1,uM,Sample,10277,G,19
Org60,3,G20,G20,Mitomycin C,0.75,uM,Sample,10252,G,20
Org60,3,G21,G21,Mitomycin C,0.5,uM,Sample,8715,G,21
Org60,3,G22,G22,Mitomycin C,0.2,uM,Sample,8648,G,22
Org60,3,G23,G23,Mitomycin C,0.1,uM,Sample,8664,G,23
Org60,3,H2,H02,Media,0,uM,negative_control,11236,H,2
Org60,3,H3,H03,Gemcitabine,20,uM,Sample,5832,H,3
Org60,3,H4,H04,Gemcitabine,10,uM,Sample,5700,H,4
Org60,3,H5,H05,Gemcitabine,7.5,uM,Sample,6259,H,5
Org60,3,H6,H06,Gemcitabine,5,uM,Sample,6571,H,6
Org60,3,H7,H07,Gemcitabine,2,uM,Sample,6303,H,7
Org60,3,H8,H08,Gemcitabine,1,uM,Sample,6327,H,8
Org60,3,H9,H09,Gemcitabine,0.75,uM,Sample,6952,H,9
Org60,3,H10,H10,Gemcitabine,0.5,uM,Sample,6708,H,10
Org60,3,H11,H11,Gemcitabine,0.2,uM,Sample,6238,H,11
Org60,3,H12,H12,Gemcitabine,0.1,uM,Sample,5876,H,12
Org60,3,H13,H13,Media,0,uM,negative_control,6446,H,13
Org60,3,H14,H14,Cetuximab,5,uM,Sample,114,H,14
Org60,3,H15,H15,Cetuximab,2,uM,Sample,66,H,15
Org60,3,H16,H16,Cetuximab,1,uM,Sample,1029,H,16
Org60,3,H17,H17,Cetuximab,0.75,uM,Sample,5426,H,17
Org60,3,H18,H18,Cetuximab,0.5,uM,Sample,7198,H,18
Org60,3,H19,H19,Cetuximab,0.2,uM,Sample,7985,H,19
Org60,3,H20,H20,Cetuximab,0.1,uM,Sample,9660,H,20
Org60,3,H21,H21,Cetuximab,0.05,uM,Sample,9258,H,21
Org60,3,H22,H22,Cetuximab,0.02,uM,Sample,8606,H,22
Org60,3,H23,H23,Cetuximab,0.01,uM,Sample,8928,H,23
Org60,3,I2,I02,TritonX,0,uM,negative_control,9185,I,2
Org60,3,I3,I03,Staurosporine,20,uM,positive_control,202,I,3
Org60,3,I4,I04,Staurosporine,10,uM,positive_control,208,I,4
Org60,3,I5,I05,Staurosporine,7.5,uM,positive_control,252,I,5
Org60,3,I6,I06,Staurosporine,5,uM,positive_control,403,I,6
Org60,3,I7,I07,Staurosporine,2,uM,positive_control,576,I,7
Org60,3,I8,I08,Staurosporine,1,uM,positive_control,495,I,8
Org60,3,I9,I09,Staurosporine,0.75,uM,positive_control,622,I,9
Org60,3,I10,I10,Staurosporine,0.5,uM,positive_control,1096,I,10
Org60,3,I11,I11,Staurosporine,0.2,uM,positive_control,7018,I,11
Org60,3,I12,I12,Staurosporine,0.1,uM,positive_control,8378,I,12
Org60,3,I13,I13,TritonX,0,uM,negative_control,8196,I,13
Org60,3,I14,I14,Carboplatin,20,uM,Sample,5543,I,14
