Patient,Replicate,Well_ID,WELL_ID,Compound_ID,Concentration,Units,Description,CTG,Row,Col
Org66,3,B2,B02,Media,0,uM,negative_control,24737,B,2
Org66,3,B3,B03,Staurosporine,20,uM,positive_control,404,B,3
Org66,3,B4,B04,Staurosporine,10,uM,positive_control,226,B,4
Org66,3,B5,B05,Staurosporine,7.5,uM,positive_control,288,B,5
Org66,3,B6,B06,Staurosporine,5,uM,positive_control,356,B,6
Org66,3,B7,B07,Staurosporine,2,uM,positive_control,429,B,7
Org66,3,B8,B08,Staurosporine,1,uM,positive_control,290,B,8
Org66,3,B9,B09,Staurosporine,0.75,uM,positive_control,391,B,9
Org66,3,B10,B10,Staurosporine,0.5,uM,positive_control,820,B,10
Org66,3,B11,B11,Staurosporine,0.2,uM,positive_control,4039,B,11
Org66,3,B12,B12,Staurosporine,0.1,uM,positive_control,15075,B,12
Org66,3,B13,B13,Media,0,uM,negative_control,19904,B,13
Org66,3,B14,B14,Carboplatin,20,uM,Sample,12724,B,14
Org66,3,B15,B15,Carboplatin,10,uM,Sample,15325,B,15
Org66,3,B16,B16,Carboplatin,7.5,uM,Sample,15112,B,16
Org66,3,B17,B17,Carboplatin,5,uM,Sample,15328,B,17
Org66,3,B18,B18,Carboplatin,2,uM,Sample,18742,B,18
Org66,3,B19,B19,Carboplatin,1,uM,Sample,17381,B,19
Org66,3,B20,B20,Carboplatin,0.75,uM,Sample,22522,B,20
Org66,3,B21,B21,Carboplatin,0.5,uM,Sample,23123,B,21
Org66,3,B22,B22,Carboplatin,0.2,uM,Sample,21208,B,22
Org66,3,B23,B23,Carboplatin,0.1,uM,Sample,26162,B,23
Org66,3,C2,C02,TritonX,0,uM,negative_control,18477,C,2
Org66,3,C3,C03,5-Fluouracil,20,uM,Sample,25925,C,3
Org66,3,C4,C04,5-Fluouracil,10,uM,Sample,20471,C,4
Org66,3,C5,C05,5-Fluouracil,7.5,uM,Sample,19279,C,5
Org66,3,C6,C06,5-Fluouracil,5,uM,Sample,18006,C,6
Org66,3,C7,C07,5-Fluouracil,2,uM,Sample,17221,C,7
Org66,3,C8,C08,5-Fluouracil,1,uM,Sample,16774,C,8
Org66,3,C9,C09,5-Fluouracil,0.75,uM,Sample,17126,C,9
Org66,3,C10,C10,5-Fluouracil,0.5,uM,Sample,20548,C,10
Org66,3,C11,C11,5-Fluouracil,0.2,uM,Sample,18970,C,11
Org66,3,C12,C12,5-Fluouracil,0.1,uM,Sample,19000,C,12
Org66,3,C13,C13,TritonX,0,uM,negative_control,15629,C,13
Org66,3,C14,C14,Docetaxel,20,uM,Sample,10143,C,14
Org66,3,C15,C15,Docetaxel,10,uM,Sample,8834,C,15
Org66,3,C16,C16,Docetaxel,7.5,uM,Sample,9170,C,16
Org66,3,C17,C17,Docetaxel,5,uM,Sample,7875,C,17
Org66,3,C18,C18,Docetaxel,2,uM,Sample,7329,C,18
Org66,3,C19,C19,Docetaxel,1,uM,Sample,6402,C,19
Org66,3,C20,C20,Docetaxel,0.75,uM,Sample,6601,C,20
Org66,3,C21,C21,Docetaxel,0.5,uM,Sample,6245,C,21
Org66,3,C22,C22,Docetaxel,0.2,uM,Sample,4901,C,22
Org66,3,C23,C23,Docetaxel,0.1,uM,Sample,6106,C,23
Org66,3,D2,D02,DMSO,0,uM,negative_control,17858,D,2
Org66,3,D3,D03,Leucovorin,20,uM,Sample,16982,D,3
Org66,3,D4,D04,Leucovorin,10,uM,Sample,17066,D,4
Org66,3,D5,D05,Leucovorin,7.5,uM,Sample,16751,D,5
Org66,3,D6,D06,Leucovorin,5,uM,Sample,17081,D,6
Org66,3,D7,D07,Leucovorin,2,uM,Sample,17114,D,7
Org66,3,D8,D08,Leucovorin,1,uM,Sample,18682,D,8
Org66,3,D9,D09,Leucovorin,0.75,uM,Sample,16992,D,9
Org66,3,D10,D10,Leucovorin,0.5,uM,Sample,18504,D,10
Org66,3,D11,D11,Leucovorin,0.2,uM,Sample,18731,D,11
Org66,3,D12,D12,Leucovorin,0.1,uM,Sample,18103,D,12
Org66,3,D13,D13,DMSO,0,uM,negative_control,17414,D,13
Org66,3,D14,D14,Cisplatin,20,uM,Sample,8022,D,14
Org66,3,D15,D15,Cisplatin,10,uM,Sample,9569,D,15
Org66,3,D16,D16,Cisplatin,7.5,uM,Sample,11065,D,16
Org66,3,D17,D17,Cisplatin,5,uM,Sample,13945,D,17
Org66,3,D18,D18,Cisplatin,2,uM,Sample,16921,D,18
Org66,3,D19,D19,Cisplatin,1,uM,Sample,20252,D,19
Org66,3,D20,D20,Cisplatin,0.75,uM,Sample,23546,D,20
Org66,3,D21,D21,Cisplatin,0.5,uM,Sample,19803,D,21
Org66,3,D22,D22,Cisplatin,0.2,uM,Sample,18650,D,22
Org66,3,D23,D23,Cisplatin,0.1,uM,Sample,18308,D,23
Org66,3,E2,E02,Media,0,uM,negative_control,19675,E,2
Org66,3,E3,E03,Irinotecan,20,uM,Sample,6849,E,3
Org66,3,E4,E04,Irinotecan,10,uM,Sample,8446,E,4
Org66,3,E5,E05,Irinotecan,7.5,uM,Sample,9370,E,5
Org66,3,E6,E06,Irinotecan,5,uM,Sample,11704,E,6
Org66,3,E7,E07,Irinotecan,2,uM,Sample,20384,E,7
Org66,3,E8,E08,Irinotecan,1,uM,Sample,17148,E,8
Org66,3,E9,E09,Irinotecan,0.75,uM,Sample,19866,E,9
Org66,3,E10,E10,Irinotecan,0.5,uM,Sample,20771,E,10
Org66,3,E11,E11,Irinotecan,0.2,uM,Sample,18696,E,11
Org66,3,E12,E12,Irinotecan,0.1,uM,Sample,18977,E,12
Org66,3,E13,E13,Media,0,uM,negative_control,18139,E,13
Org66,3,E14,E14,Paclitaxel,20,uM,Sample,9713,E,14
Org66,3,E15,E15,Paclitaxel,10,uM,Sample,8804,E,15
Org66,3,E16,E16,Paclitaxel,7.5,uM,Sample,9087,E,16
Org66,3,E17,E17,Paclitaxel,5,uM,Sample,7586,E,17
Org66,3,E18,E18,Paclitaxel,2,uM,Sample,6639,E,18
Org66,3,E19,E19,Paclitaxel,1,uM,Sample,6674,E,19
Org66,3,E20,E20,Paclitaxel,0.75,uM,Sample,5917,E,20
Org66,3,E21,E21,Paclitaxel,0.5,uM,Sample,6430,E,21
Org66,3,E22,E22,Paclitaxel,0.2,uM,Sample,5843,E,22
Org66,3,E23,E23,Paclitaxel,0.1,uM,Sample,6192,E,23
Org66,3,F2,F02,TritonX,0,uM,negative_control,16883,F,2
Org66,3,F3,F03,Oxaliplatin,20,uM,Sample,14724,F,3
Org66,3,F4,F04,Oxaliplatin,10,uM,Sample,16742,F,4
Org66,3,F5,F05,Oxaliplatin,7.5,uM,Sample,16075,F,5
Org66,3,F6,F06,Oxaliplatin,5,uM,Sample,17497,F,6
Org66,3,F7,F07,Oxaliplatin,2,uM,Sample,18006,F,7
Org66,3,F8,F08,Oxaliplatin,1,uM,Sample,19011,F,8
Org66,3,F9,F09,Oxaliplatin,0.75,uM,Sample,18375,F,9
Org66,3,F10,F10,Oxaliplatin,0.5,uM,Sample,19234,F,10
Org66,3,F11,F11,Oxaliplatin,0.2,uM,Sample,17950,F,11
Org66,3,F12,F12,Oxaliplatin,0.1,uM,Sample,18696,F,12
Org66,3,F13,F13,TritonX,0,uM,negative_control,7909,F,13
Org66,3,F14,F14,Topotecan,20,uM,Sample,1308,F,14
Org66,3,F15,F15,Topotecan,10,uM,Sample,917,F,15
Org66,3,F16,F16,Topotecan,7.5,uM,Sample,1004,F,16
Org66,3,F17,F17,Topotecan,5,uM,Sample,1082,F,17
Org66,3,F18,F18,Topotecan,2,uM,Sample,2835,F,18
Org66,3,F19,F19,Topotecan,1,uM,Sample,3655,F,19
Org66,3,F20,F20,Topotecan,0.75,uM,Sample,4235,F,20
Org66,3,F21,F21,Topotecan,0.5,uM,Sample,4707,F,21
Org66,3,F22,F22,Topotecan,0.2,uM,Sample,6154,F,22
Org66,3,F23,F23,Topotecan,0.1,uM,Sample,8544,F,23
Org66,3,G2,G02,DMSO,0,uM,negative_control,19689,G,2
Org66,3,G3,G03,Doxorubicin,20,uM,positive_control,1663,G,3
Org66,3,G4,G04,Doxorubicin,10,uM,positive_control,980,G,4
Org66,3,G5,G05,Doxorubicin,7.5,uM,positive_control,1593,G,5
Org66,3,G6,G06,Doxorubicin,5,uM,positive_control,6567,G,6
Org66,3,G7,G07,Doxorubicin,2,uM,positive_control,21221,G,7
Org66,3,G8,G08,Doxorubicin,1,uM,positive_control,19283,G,8
Org66,3,G9,G09,Doxorubicin,0.75,uM,positive_control,17203,G,9
Org66,3,G10,G10,Doxorubicin,0.5,uM,positive_control,17476,G,10
Org66,3,G11,G11,Doxorubicin,0.2,uM,positive_control,17928,G,11
Org66,3,G12,G12,Doxorubicin,0.1,uM,positive_control,19056,G,12
