Patient,Replicate,Well_ID,WELL_ID,Compound_ID,Concentration,Units,Description,CTG,Row,Col
Org70,2,B2,B02,Media,0,uM,negative_control,10605,B,2
Org70,2,B3,B03,Staurosporine,20,uM,positive_control,187,B,3
Org70,2,B4,B04,Staurosporine,10,uM,positive_control,963,B,4
Org70,2,B5,B05,Staurosporine,7.5,uM,positive_control,1156,B,5
Org70,2,B6,B06,Staurosporine,5,uM,positive_control,1731,B,6
Org70,2,B7,B07,Staurosporine,2,uM,positive_control,2178,B,7
Org70,2,B8,B08,Staurosporine,1,uM,positive_control,995,B,8
Org70,2,B9,B09,Staurosporine,0.75,uM,positive_control,791,B,9
Org70,2,B10,B10,Staurosporine,0.5,uM,positive_control,1354,B,10
Org70,2,B11,B11,Staurosporine,0.2,uM,positive_control,2119,B,11
Org70,2,B12,B12,Staurosporine,0.1,uM,positive_control,3653,B,12
Org70,2,B13,B13,Media,0,uM,negative_control,9932,B,13
Org70,2,B14,B14,Carboplatin,20,uM,Sample,8506,B,14
Org70,2,B15,B15,Carboplatin,10,uM,Sample,8634,B,15
Org70,2,B16,B16,Carboplatin,7.5,uM,Sample,9221,B,16
Org70,2,B17,B17,Carboplatin,5,uM,Sample,8956,B,17
Org70,2,B18,B18,Carboplatin,2,uM,Sample,7692,B,18
Org70,2,B19,B19,Carboplatin,1,uM,Sample,8538,B,19
Org70,2,B20,B20,Carboplatin,0.75,uM,Sample,9550,B,20
Org70,2,B21,B21,Carboplatin,0.5,uM,Sample,9293,B,21
Org70,2,B22,B22,Carboplatin,0.2,uM,Sample,10115,B,22
Org70,2,B23,B23,Carboplatin,0.1,uM,Sample,9440,B,23
Org70,2,C2,C02,TritonX,0,uM,negative_control,8903,C,2
Org70,2,C3,C03,5-Fluouracil,20,uM,Sample,10983,C,3
Org70,2,C4,C04,5-Fluouracil,10,uM,Sample,10692,C,4
Org70,2,C5,C05,5-Fluouracil,7.5,uM,Sample,11033,C,5
Org70,2,C6,C06,5-Fluouracil,5,uM,Sample,10088,C,6
Org70,2,C7,C07,5-Fluouracil,2,uM,Sample,10618,C,7
Org70,2,C8,C08,5-Fluouracil,1,uM,Sample,10532,C,8
Org70,2,C9,C09,5-Fluouracil,0.75,uM,Sample,10628,C,9
Org70,2,C10,C10,5-Fluouracil,0.5,uM,Sample,10196,C,10
Org70,2,C11,C11,5-Fluouracil,0.2,uM,Sample,10172,C,11
Org70,2,C12,C12,5-Fluouracil,0.1,uM,Sample,10023,C,12
Org70,2,C13,C13,TritonX,0,uM,negative_control,7555,C,13
Org70,2,C14,C14,Docetaxel,20,uM,Sample,7098,C,14
Org70,2,C15,C15,Docetaxel,10,uM,Sample,6248,C,15
Org70,2,C16,C16,Docetaxel,7.5,uM,Sample,7401,C,16
Org70,2,C17,C17,Docetaxel,5,uM,Sample,5597,C,17
Org70,2,C18,C18,Docetaxel,2,uM,Sample,5866,C,18
Org70,2,C19,C19,Docetaxel,1,uM,Sample,5615,C,19
Org70,2,C20,C20,Docetaxel,0.75,uM,Sample,6208,C,20
Org70,2,C21,C21,Docetaxel,0.5,uM,Sample,5877,C,21
Org70,2,C22,C22,Docetaxel,0.2,uM,Sample,5732,C,22
Org70,2,C23,C23,Docetaxel,0.1,uM,Sample,5320,C,23
Org70,2,D2,D02,DMSO,0,uM,negative_control,11299,D,2
Org70,2,D3,D03,Leucovorin,20,uM,Sample,11967,D,3
Org70,2,D4,D04,Leucovorin,10,uM,Sample,10950,D,4
Org70,2,D5,D05,Leucovorin,7.5,uM,Sample,11122,D,5
Org70,2,D6,D06,Leucovorin,5,uM,Sample,10796,D,6
Org70,2,D7,D07,Leucovorin,2,uM,Sample,11328,D,7
Org70,2,D8,D08,Leucovorin,1,uM,Sample,11261,D,8
Org70,2,D9,D09,Leucovorin,0.75,uM,Sample,10650,D,9
Org70,2,D10,D10,Leucovorin,0.5,uM,Sample,11276,D,10
Org70,2,D11,D11,Leucovorin,0.2,uM,Sample,10879,D,11
Org70,2,D12,D12,Leucovorin,0.1,uM,Sample,11106,D,12
Org70,2,D13,D13,DMSO,0,uM,negative_control,9284,D,13
Org70,2,D14,D14,Cisplatin,20,uM,Sample,6473,D,14
Org70,2,D15,D15,Cisplatin,10,uM,Sample,8048,D,15
Org70,2,D16,D16,Cisplatin,7.5,uM,Sample,7791,D,16
Org70,2,D17,D17,Cisplatin,5,uM,Sample,8186,D,17
Org70,2,D18,D18,Cisplatin,2,uM,Sample,8569,D,18
Org70,2,D19,D19,Cisplatin,1,uM,Sample,9336,D,19
Org70,2,D20,D20,Cisplatin,0.75,uM,Sample,9026,D,20
Org70,2,D21,D21,Cisplatin,0.5,uM,Sample,8714,D,21
Org70,2,D22,D22,Cisplatin,0.2,uM,Sample,10359,D,22
Org70,2,D23,D23,Cisplatin,0.1,uM,Sample,10048,D,23
Org70,2,E2,E02,Media,0,uM,negative_control,10236,E,2
Org70,2,E3,E03,Irinotecan,20,uM,Sample,7014,E,3
Org70,2,E4,E04,Irinotecan,10,uM,Sample,7720,E,4
Org70,2,E5,E05,Irinotecan,7.5,uM,Sample,8445,E,5
Org70,2,E6,E06,Irinotecan,5,uM,Sample,9345,E,6
Org70,2,E7,E07,Irinotecan,2,uM,Sample,9942,E,7
Org70,2,E8,E08,Irinotecan,1,uM,Sample,10778,E,8
Org70,2,E9,E09,Irinotecan,0.75,uM,Sample,10668,E,9
Org70,2,E10,E10,Irinotecan,0.5,uM,Sample,10434,E,10
Org70,2,E11,E11,Irinotecan,0.2,uM,Sample,10757,E,11
Org70,2,E12,E12,Irinotecan,0.1,uM,Sample,10831,E,12
Org70,2,E13,E13,Media,0,uM,negative_control,8879,E,13
Org70,2,E14,E14,Paclitaxel,20,uM,Sample,7269,E,14
Org70,2,E15,E15,Paclitaxel,10,uM,Sample,6587,E,15
Org70,2,E16,E16,Paclitaxel,7.5,uM,Sample,6790,E,16
Org70,2,E17,E17,Paclitaxel,5,uM,Sample,7476,E,17
Org70,2,E18,E18,Paclitaxel,2,uM,Sample,6122,E,18
Org70,2,E19,E19,Paclitaxel,1,uM,Sample,6212,E,19
Org70,2,E20,E20,Paclitaxel,0.75,uM,Sample,6359,E,20
Org70,2,E21,E21,Paclitaxel,0.5,uM,Sample,5866,E,21
Org70,2,E22,E22,Paclitaxel,0.2,uM,Sample,6941,E,22
Org70,2,E23,E23,Paclitaxel,0.1,uM,Sample,7063,E,23
Org70,2,F2,F02,TritonX,0,uM,negative_control,9640,F,2
Org70,2,F3,F03,Oxaliplatin,20,uM,Sample,9345,F,3
Org70,2,F4,F04,Oxaliplatin,10,uM,Sample,10551,F,4
Org70,2,F5,F05,Oxaliplatin,7.5,uM,Sample,10449,F,5
Org70,2,F6,F06,Oxaliplatin,5,uM,Sample,10618,F,6
Org70,2,F7,F07,Oxaliplatin,2,uM,Sample,11143,F,7
Org70,2,F8,F08,Oxaliplatin,1,uM,Sample,11338,F,8
Org70,2,F9,F09,Oxaliplatin,0.75,uM,Sample,11689,F,9
Org70,2,F10,F10,Oxaliplatin,0.5,uM,Sample,11752,F,10
Org70,2,F11,F11,Oxaliplatin,0.2,uM,Sample,11473,F,11
Org70,2,F12,F12,Oxaliplatin,0.1,uM,Sample,12305,F,12
Org70,2,F13,F13,TritonX,0,uM,negative_control,9384,F,13
Org70,2,F14,F14,Topotecan,20,uM,positive_control,1497,F,14
Org70,2,F15,F15,Topotecan,10,uM,positive_control,1854,F,15
Org70,2,F16,F16,Topotecan,7.5,uM,positive_control,2108,F,16
Org70,2,F17,F17,Topotecan,5,uM,positive_control,2830,F,17
Org70,2,F18,F18,Topotecan,2,uM,Sample,4158,F,18
Org70,2,F19,F19,Topotecan,1,uM,Sample,5809,F,19
Org70,2,F20,F20,Topotecan,0.75,uM,Sample,6379,F,20
Org70,2,F21,F21,Topotecan,0.5,uM,Sample,7343,F,21
Org70,2,F22,F22,Topotecan,0.2,uM,Sample,9093,F,22
Org70,2,F23,F23,Topotecan,0.1,uM,Sample,8531,F,23
Org70,2,G2,G02,DMSO,0,uM,negative_control,10947,G,2
Org70,2,G3,G03,Doxorubicin,20,uM,positive_control,1970,G,3
Org70,2,G4,G04,Doxorubicin,10,uM,positive_control,841,G,4
Org70,2,G5,G05,Doxorubicin,7.5,uM,positive_control,464,G,5
Org70,2,G6,G06,Doxorubicin,5,uM,positive_control,1078,G,6
Org70,2,G7,G07,Doxorubicin,2,uM,Sample,7436,G,7
Org70,2,G8,G08,Doxorubicin,1,uM,Sample,8199,G,8
Org70,2,G9,G09,Doxorubicin,0.75,uM,Sample,9290,G,9
Org70,2,G10,G10,Doxorubicin,0.5,uM,Sample,8439,G,10
Org70,2,G11,G11,Doxorubicin,0.2,uM,Sample,10102,G,11
Org70,2,G12,G12,Doxorubicin,0.1,uM,Sample,12087,G,12
Org70,2,G13,G13,DMSO,0,uM,negative_control,5765,G,13
Org70,2,G14,G14,Mitomycin C,20,uM,positive_control,574,G,14
Org70,2,G15,G15,Mitomycin C,10,uM,positive_control,79,G,15
Org70,2,G16,G16,Mitomycin C,7.5,uM,positive_control,756,G,16
Org70,2,G17,G17,Mitomycin C,5,uM,positive_control,1502,G,17
Org70,2,G18,G18,Mitomycin C,2,uM,Sample,5859,G,18
Org70,2,G19,G19,Mitomycin C,1,uM,Sample,7208,G,19
Org70,2,G20,G20,Mitomycin C,0.75,uM,Sample,8450,G,20
Org70,2,G21,G21,Mitomycin C,0.5,uM,Sample,8669,G,21
Org70,2,G22,G22,Mitomycin C,0.2,uM,Sample,9922,G,22
Org70,2,G23,G23,Mitomycin C,0.1,uM,Sample,11188,G,23
Org70,2,H2,H02,Media,0,uM,negative_control,10873,H,2
Org70,2,H3,H03,Gemcitabine,20,uM,Sample,5650,H,3
Org70,2,H4,H04,Gemcitabine,10,uM,Sample,6525,H,4
Org70,2,H5,H05,Gemcitabine,7.5,uM,Sample,7449,H,5
Org70,2,H6,H06,Gemcitabine,5,uM,Sample,8603,H,6
Org70,2,H7,H07,Gemcitabine,2,uM,Sample,9163,H,7
Org70,2,H8,H08,Gemcitabine,1,uM,Sample,8394,H,8
Org70,2,H9,H09,Gemcitabine,0.75,uM,Sample,7870,H,9
Org70,2,H10,H10,Gemcitabine,0.5,uM,Sample,9545,H,10
Org70,2,H11,H11,Gemcitabine,0.2,uM,Sample,8231,H,11
Org70,2,H12,H12,Gemcitabine,0.1,uM,Sample,8009,H,12
Org70,2,H13,H13,Media,0,uM,negative_control,5318,H,13
Org70,2,H14,H14,Cetuximab,5,uM,Sample,95,H,14
Org70,2,H15,H15,Cetuximab,2,uM,Sample,105,H,15
Org70,2,H16,H16,Cetuximab,1,uM,Sample,8172,H,16
Org70,2,H17,H17,Cetuximab,0.75,uM,Sample,5008,H,17
Org70,2,H18,H18,Cetuximab,0.5,uM,Sample,5381,H,18
Org70,2,H19,H19,Cetuximab,0.2,uM,Sample,7745,H,19
Org70,2,H20,H20,Cetuximab,0.1,uM,Sample,8668,H,20
Org70,2,H21,H21,Cetuximab,0.05,uM,Sample,9033,H,21
Org70,2,H22,H22,Cetuximab,0.02,uM,Sample,9551,H,22
Org70,2,H23,H23,Cetuximab,0.01,uM,Sample,9968,H,23
Org70,2,I2,I02,TritonX,0,uM,negative_control,10781,I,2
Org70,2,I3,I03,Staurosporine,20,uM,positive_control,269,I,3
Org70,2,I4,I04,Staurosporine,10,uM,positive_control,1936,I,4
Org70,2,I5,I05,Staurosporine,7.5,uM,positive_control,2006,I,5
Org70,2,I6,I06,Staurosporine,5,uM,positive_control,1906,I,6
Org70,2,I7,I07,Staurosporine,2,uM,positive_control,2879,I,7
Org70,2,I8,I08,Staurosporine,1,uM,positive_control,1681,I,8
Org70,2,I9,I09,Staurosporine,0.75,uM,positive_control,1007,I,9
Org70,2,I10,I10,Staurosporine,0.5,uM,positive_control,1355,I,10
Org70,2,I11,I11,Staurosporine,0.2,uM,positive_control,2326,I,11
Org70,2,I12,I12,Staurosporine,0.1,uM,positive_control,1538,I,12
Org70,2,I13,I13,TritonX,0,uM,negative_control,5321,I,13
Org70,2,I14,I14,Carboplatin,20,uM,Sample,4455,I,14
Org70,2,I15,I15,Carboplatin,10,uM,Sample,7585,I,15
Org70,2,I16,I16,Carboplatin,7.5,uM,Sample,9725,I,16
Org70,2,I17,I17,Carboplatin,5,uM,Sample,9575,I,17
Org70,2,I18,I18,Carboplatin,2,uM,Sample,10061,I,18
Org70,2,I19,I19,Carboplatin,1,uM,Sample,10408,I,19
Org70,2,I20,I20,Carboplatin,0.75,uM,Sample,9016,I,20
Org70,2,I21,I21,Carboplatin,0.5,uM,Sample,9876,I,21
Org70,2,I22,I22,Carboplatin,0.2,uM,Sample,10867,I,22
Org70,2,I23,I23,Carboplatin,0.1,uM,Sample,10466,I,23
Org70,2,J2,J02,DMSO,0,uM,negative_control,11554,J,2
Org70,2,J3,J03,5-Fluouracil,20,uM,Sample,9302,J,3
Org70,2,J4,J04,5-Fluouracil,10,uM,Sample,11314,J,4
Org70,2,J5,J05,5-Fluouracil,7.5,uM,Sample,10948,J,5
Org70,2,J6,J06,5-Fluouracil,5,uM,Sample,11605,J,6
Org70,2,J7,J07,5-Fluouracil,2,uM,Sample,11210,J,7
Org70,2,J8,J08,5-Fluouracil,1,uM,Sample,11034,J,8
Org70,2,J9,J09,5-Fluouracil,0.75,uM,Sample,10940,J,9
Org70,2,J10,J10,5-Fluouracil,0.5,uM,Sample,11565,J,10
Org70,2,J11,J11,5-Fluouracil,0.2,uM,Sample,11682,J,11
Org70,2,J12,J12,5-Fluouracil,0.1,uM,Sample,11990,J,12
Org70,2,J13,J13,DMSO,0,uM,negative_control,9205,J,13
Org70,2,J14,J14,Docetaxel,20,uM,Sample,7160,J,14
Org70,2,J15,J15,Docetaxel,10,uM,Sample,7383,J,15
